# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_non_coding_transcript_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
OR8U1	OR8U1.2	NM_001005204.1.2	protein_coding	0	6	11	29	0	0	0	0	0	0	0	18	0	0	11	0	0	0	0	0	0	0	0	0	6	11
OR8U8	OR8U8.2	NM_001013356.2.2	protein_coding	0	6	10	29	0	0	0	0	0	0	0	18	0	0	10	0	0	0	0	0	0	0	0	0	6	11
OR9G1	OR9G1	NM_001005213.1	protein_coding	0	2	11	38	0	0	0	0	0	0	0	23	0	0	11	0	0	0	0	0	0	0	0	0	2	15
OR9G4	OR9G4	NM_001005284.1	protein_coding	0	1	3	33	0	0	0	0	0	0	0	21	0	0	3	0	0	0	0	0	0	0	0	0	1	12
OR9G9	OR9G9	NM_001013358.2	protein_coding	0	2	11	38	0	0	0	0	0	0	0	23	0	0	11	0	0	0	0	0	0	0	0	0	2	15
OR9I1	OR9I1	NM_001005211.1	protein_coding	0	0	1	27	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	0	0	0	0	0	15
OR9Q1	OR9Q1	NM_001005212.4	protein_coding	0	1	0	510	3	0	2	0	0	0	0	12	0	479	0	0	0	0	0	0	0	0	0	0	1	14
OR9Q2	OR9Q2	NM_001005283.2	protein_coding	0	1	2	28	1	0	1	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0	1	18
OSBP	OSBP	NM_002556.3	protein_coding	0	0	0	81	3	0	0	0	0	0	0	5	0	69	0	0	0	0	0	0	0	0	0	0	0	4
OSBPL5	OSBPL5	NM_001144063.2	protein_coding	0	2	4	405	9	0	1	0	0	0	0	18	0	366	4	0	0	0	0	1	0	0	0	0	1	12
OSBPL5	OSBPL5	NM_020896.4	protein_coding	0	4	5	402	9	0	1	0	0	0	0	18	0	363	5	0	0	0	0	1	0	0	0	0	3	12
OSBPL5	OSBPL5	NM_145638.3	protein_coding	0	2	4	405	9	0	1	0	0	0	0	18	0	366	4	0	0	0	0	1	0	0	0	0	1	12
OTOG	OTOG	NM_001277269.2	protein_coding	0	8	14	260	0	0	0	0	0	0	0	27	0	218	14	0	0	0	0	3	0	0	0	0	5	18
OTOG	OTOG	NM_001292063.2	protein_coding	0	9	14	259	0	0	0	0	0	0	0	27	0	218	14	0	0	0	0	4	0	0	0	0	5	18
OTUB1	OTUB1	NM_017670.2	protein_coding	0	0	0	38	1	0	0	0	0	0	0	8	0	18	0	0	0	0	0	0	0	0	0	0	0	11
OTUB1	OTUB1	NR_003089.1		0	0	0	38	0	0	0	0	0	0	0	8	0	17	0	2	0	0	0	0	0	0	0	0	0	11
OVCH2	OVCH2	NM_001367963.1	protein_coding	0	0	4	68	6	0	0	0	0	0	0	25	0	24	4	0	0	0	0	0	0	0	0	0	0	13
OVCH2	OVCH2	NM_198185.6	protein_coding	0	0	8	114	0	0	0	0	0	0	0	25	0	76	8	0	0	0	0	0	0	0	0	0	0	13
OVOL1	OVOL1	NM_004561.4	protein_coding	0	0	0	68	4	0	1	0	0	0	0	14	0	24	0	0	0	0	0	0	0	0	0	0	0	25
OVOL1-AS1	OVOL1-AS1	NR_108085.1		0	0	0	40	0	0	0	0	0	0	0	18	0	4	0	3	0	0	0	0	0	0	0	0	0	15
P2RX3	P2RX3	NM_002559.5	protein_coding	0	2	2	120	3	0	0	0	0	0	0	18	0	91	2	0	0	0	0	0	0	0	0	0	2	8
P2RY2	P2RY2	NM_002564.4	protein_coding	0	2	4	95	18	0	1	0	0	0	0	17	0	49	4	0	0	0	0	0	0	0	0	0	2	10
P2RY2	P2RY2	NM_176071.3	protein_coding	0	2	4	94	18	0	0	0	0	0	0	17	0	49	4	0	0	0	0	0	0	0	0	0	2	10
P2RY2	P2RY2	NM_176072.3	protein_coding	0	2	4	95	18	0	1	0	0	0	0	17	0	49	4	0	0	0	0	0	0	0	0	0	2	10
P2RY6	P2RY6	NM_001277204.1	protein_coding	0	0	0	80	3	0	0	0	0	0	0	8	0	58	0	0	0	0	0	0	0	0	0	0	0	11
P2RY6	P2RY6	NM_001277205.1	protein_coding	0	0	0	96	3	0	0	0	0	0	0	8	0	77	0	0	0	0	0	0	0	0	0	0	0	8
P2RY6	P2RY6	NM_001277206.1	protein_coding	0	0	0	93	3	0	1	0	0	0	0	8	0	75	0	0	0	0	0	0	0	0	0	0	0	6
P2RY6	P2RY6	NM_001277207.1	protein_coding	0	0	0	94	3	0	0	0	0	0	0	8	0	77	0	0	0	0	0	0	0	0	0	0	0	6
P2RY6	P2RY6	NM_001277208.1	protein_coding	0	0	0	80	3	0	0	0	0	0	0	8	0	58	0	0	0	0	0	0	0	0	0	0	0	11
P2RY6	P2RY6	NM_176796.2	protein_coding	0	0	0	96	3	0	0	0	0	0	0	8	0	77	0	0	0	0	0	0	0	0	0	0	0	8
P2RY6	P2RY6	NM_176797.2	protein_coding	0	0	0	96	3	0	0	0	0	0	0	8	0	77	0	0	0	0	0	0	0	0	0	0	0	8
P2RY6	P2RY6	NM_176798.2	protein_coding	0	0	0	87	3	0	0	0	0	0	0	8	0	64	0	0	0	0	0	0	0	0	0	0	0	12
P4HA3	P4HA3	NM_001288748.2	protein_coding	1	3	1	91	1	0	0	0	0	0	0	3	0	76	1	0	0	0	0	3	0	1	0	0	0	14
P4HA3	P4HA3	NM_182904.5	protein_coding	0	3	1	92	2	0	0	0	0	0	0	3	0	76	1	0	0	0	0	3	0	0	0	0	0	14
P4HA3	P4HA3	NR_110031.2		0	3	0	93	0	0	0	0	0	0	0	3	0	77	0	2	0	0	0	3	0	0	0	0	0	14
P4HA3-AS1	P4HA3-AS1	NR_120556.1		0	0	0	59	0	0	0	0	0	0	0	16	0	29	0	7	0	0	0	0	0	0	0	0	0	7
PAAF1	PAAF1	NM_001267803.2	protein_coding	1	1	2	116	5	0	0	0	0	0	0	6	1	96	2	0	0	1	0	1	0	0	0	0	1	10
PAAF1	PAAF1	NM_001267804.2	protein_coding	1	1	2	116	5	0	0	0	0	0	0	6	1	96	2	0	0	1	0	1	0	0	0	0	1	10
PAAF1	PAAF1	NM_001267805.2	protein_coding	1	1	2	116	5	0	0	0	0	0	0	6	1	96	2	0	0	1	0	1	0	0	0	0	1	10
PAAF1	PAAF1	NM_001267806.1	protein_coding	1	0	2	114	0	0	1	0	0	0	0	8	1	97	2	0	0	1	0	1	0	0	0	0	0	9
PAAF1	PAAF1	NM_001363556.1	protein_coding	1	1	2	90	0	0	0	0	0	0	0	8	1	76	2	0	0	1	0	1	0	0	0	0	1	7
PAAF1	PAAF1	NM_025155.3	protein_coding	1	1	2	116	5	0	0	0	0	0	0	6	1	96	2	0	0	1	0	1	0	0	0	0	1	10
PACS1	PACS1	NM_018026.4	protein_coding	0	3	0	391	3	0	0	0	0	0	0	13	0	365	0	0	0	0	0	3	0	0	0	0	0	13
PACSIN3	PACSIN3	NM_001184974.2	protein_coding	0	0	0	36	0	0	0	0	0	0	0	9	0	17	0	0	0	0	0	0	0	0	0	0	0	10
PACSIN3	PACSIN3	NM_001184975.1	protein_coding	0	0	0	33	0	0	0	0	0	0	0	9	0	15	0	0	0	0	0	0	0	0	0	0	0	9
PACSIN3	PACSIN3	NM_016223.5	protein_coding	0	0	0	36	0	0	0	0	0	0	0	9	0	17	0	0	0	0	0	0	0	0	0	0	0	10
PAFAH1B2	PAFAH1B2	NM_001184746.2	protein_coding	0	1	1	120	0	1	1	0	0	0	0	9	0	104	1	0	0	0	0	0	0	0	0	0	0	6
PAFAH1B2	PAFAH1B2	NM_001184747.2	protein_coding	0	1	0	121	0	1	1	0	0	0	0	9	0	105	0	0	0	0	0	0	0	0	0	0	0	6
PAFAH1B2	PAFAH1B2	NM_001184748.1	protein_coding	0	1	0	121	5	1	1	0	0	0	0	9	0	100	0	0	0	0	0	0	0	0	0	0	0	6
PAFAH1B2	PAFAH1B2	NM_001309431.2	protein_coding	0	1	0	112	5	1	1	0	0	0	0	20	0	80	0	0	0	0	0	0	0	0	0	0	0	6
PAFAH1B2	PAFAH1B2	NM_002572.4	protein_coding	0	1	0	112	5	1	1	0	0	0	0	20	0	80	0	0	0	0	0	0	0	0	0	0	0	6
PAFAH1B2	PAFAH1B2	NR_110268.2		0	0	0	128	0	0	0	0	0	0	0	14	0	107	0	1	0	0	0	0	0	0	0	0	0	6
PAFAH1B2	PAFAH1B2	NR_110269.2		0	0	0	128	0	0	0	0	0	0	0	14	0	106	0	2	0	0	0	0	0	0	0	0	0	6
PAFAH1B2	PAFAH1B2	NR_110282.2		0	0	0	112	0	0	0	0	0	0	0	20	0	80	0	6	0	0	0	0	0	0	0	0	0	6
PAK1	PAK1	NM_001128620.1	protein_coding	0	2	0	304	2	0	1	0	0	0	0	13	0	280	0	0	0	0	0	2	0	0	0	0	1	9
PAK1	PAK1	NM_002576.4	protein_coding	0	2	0	304	2	0	1	0	0	0	0	13	0	280	0	0	0	0	0	2	0	0	0	0	1	9
PAMR1	PAMR1	NM_001001991.3	protein_coding	0	2	2	365	2	0	0	0	0	0	0	7	0	327	2	0	0	0	0	1	0	0	0	0	2	29
PAMR1	PAMR1	NM_001282675.1	protein_coding	0	2	2	377	2	0	0	0	0	0	0	7	0	355	2	0	0	0	0	1	0	0	0	0	2	13
PAMR1	PAMR1	NM_001282676.1	protein_coding	0	3	2	368	2	2	2	0	0	0	0	7	0	328	2	0	0	0	0	1	0	0	0	0	1	29
PAMR1	PAMR1	NM_015430.4	protein_coding	0	3	2	364	2	0	0	0	0	0	0	7	0	326	2	0	0	0	0	1	0	0	0	0	3	29
PANO1	PANO1	NM_001293167.1	protein_coding	0	0	3	29	1	0	0	0	0	0	0	19	0	0	3	0	0	0	0	0	0	0	0	0	0	9
PANX1	PANX1	NM_015368.4	protein_coding	0	0	2	152	5	0	2	0	0	0	0	11	0	129	2	0	0	0	0	0	0	0	0	0	0	5
PANX3	PANX3	NM_052959.3	protein_coding	0	2	1	22	2	0	1	0	0	0	0	6	0	10	1	0	0	0	0	0	0	0	0	0	2	3
PARVA	PARVA	NM_018222.5	protein_coding	0	1	0	524	18	0	0	0	0	0	0	11	0	482	0	0	0	0	0	0	0	0	0	0	1	13
PATE1	PATE1	NM_138294.3	protein_coding	0	0	2	77	6	0	0	0	0	0	0	33	0	16	2	0	0	0	0	0	0	0	0	0	0	22
PATE2	PATE2	NM_212555.3	protein_coding	0	1	0	38	5	0	0	0	0	0	0	22	0	6	0	0	0	0	0	0	0	0	0	0	1	5
PATE3	PATE3	NM_001129883.4	protein_coding	0	0	1	35	3	0	0	0	0	0	0	11	0	7	1	0	0	0	0	0	0	0	0	0	0	14
PATE4	PATE4	NM_001144874.1	protein_coding	1	1	1	60	8	0	0	0	0	0	0	21	0	22	1	0	0	1	0	1	0	0	0	0	0	11
PATL1	PATL1	NM_152716.3	protein_coding	0	3	0	38	2	0	0	0	0	0	0	0	0	34	0	0	0	0	0	2	0	0	0	0	1	4
PAUPAR	PAUPAR	NR_117094.1		0	0	0	12	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	8
PAX6	PAX6	NM_000280.4	protein_coding	0	1	0	82	12	1	2	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001127612.2	protein_coding	0	1	0	88	12	1	1	0	0	0	0	7	0	65	0	0	0	0	0	0	0	0	0	0	0	3
PAX6	PAX6	NM_001258462.2	protein_coding	0	1	0	88	12	1	1	0	0	0	0	7	0	65	0	0	0	0	0	0	0	0	0	0	0	3
PAX6	PAX6	NM_001258463.1	protein_coding	0	2	0	83	12	2	2	0	0	0	0	7	0	50	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001258464.1	protein_coding	0	1	0	82	12	1	2	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001258465.2	protein_coding	0	1	0	81	12	1	1	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001310158.1	protein_coding	0	2	0	83	12	2	3	0	0	0	0	7	0	50	0	0	0	0	0	0	0	0	0	0	0	11
PAX6	PAX6	NM_001310159.1	protein_coding	0	1	1	53	0	0	0	0	0	0	0	19	0	25	1	0	0	0	0	0	0	0	0	0	1	9
PAX6	PAX6	NM_001310160.1	protein_coding	0	0	0	68	12	0	5	0	0	0	0	7	0	33	0	0	0	0	0	0	0	0	0	0	0	11
PAX6	PAX6	NM_001310161.2	protein_coding	0	0	0	67	12	0	1	0	0	0	0	7	0	37	0	0	0	0	0	0	0	0	0	0	0	10
PAX6	PAX6	NM_001368887.1	protein_coding	0	1	0	83	12	1	1	0	0	0	0	7	0	50	0	0	0	0	0	0	0	0	0	0	0	13
PAX6	PAX6	NM_001368888.1	protein_coding	0	2	0	83	12	2	2	0	0	0	0	7	0	50	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368889.1	protein_coding	0	0	0	76	12	0	0	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	8
PAX6	PAX6	NM_001368890.1	protein_coding	0	1	0	85	12	1	1	0	0	0	0	7	0	52	0	0	0	0	0	0	0	0	0	0	0	13
PAX6	PAX6	NM_001368891.1	protein_coding	0	0	0	72	12	0	0	0	0	0	0	7	0	44	0	0	0	0	0	0	0	0	0	0	0	9
PAX6	PAX6	NM_001368892.1	protein_coding	0	1	0	81	12	1	1	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368893.1	protein_coding	0	1	0	81	12	0	1	0	0	0	0	7	0	50	0	0	0	0	0	1	0	0	0	0	0	12
PAX6	PAX6	NM_001368894.1	protein_coding	0	1	0	82	12	1	2	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368899.1	protein_coding	0	0	0	66	12	0	0	0	0	0	0	7	0	37	0	0	0	0	0	0	0	0	0	0	0	10
PAX6	PAX6	NM_001368900.1	protein_coding	0	0	0	66	12	0	0	0	0	0	0	7	0	37	0	0	0	0	0	0	0	0	0	0	0	10
PAX6	PAX6	NM_001368901.1	protein_coding	0	0	0	67	12	0	1	0	0	0	0	7	0	37	0	0	0	0	0	0	0	0	0	0	0	10
PAX6	PAX6	NM_001368902.1	protein_coding	0	0	0	66	12	0	4	0	0	0	0	7	0	33	0	0	0	0	0	0	0	0	0	0	0	10
PAX6	PAX6	NM_001368903.1	protein_coding	0	0	0	66	12	0	2	0	0	0	0	7	0	35	0	0	0	0	0	0	0	0	0	0	0	10
PAX6	PAX6	NM_001368904.1	protein_coding	0	1	0	81	12	1	1	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368905.1	protein_coding	0	1	0	81	12	1	3	0	0	0	0	7	0	47	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368906.1	protein_coding	0	0	0	69	12	0	1	0	0	0	0	7	0	38	0	0	0	0	0	0	0	0	0	0	0	11
PAX6	PAX6	NM_001368907.1	protein_coding	0	0	0	66	12	0	2	0	0	0	0	7	0	35	0	0	0	0	0	0	0	0	0	0	0	10
PAX6	PAX6	NM_001368908.1	protein_coding	0	0	0	68	12	0	0	0	0	0	0	7	0	38	0	0	0	0	0	0	0	0	0	0	0	11
PAX6	PAX6	NM_001368909.1	protein_coding	0	1	0	81	12	1	1	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368910.1	protein_coding	0	1	0	82	12	1	2	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368911.1	protein_coding	0	1	0	81	12	1	1	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368912.1	protein_coding	0	1	0	82	12	1	2	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368913.1	protein_coding	0	1	0	81	12	1	1	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368914.1	protein_coding	0	1	0	82	12	1	2	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368915.1	protein_coding	0	1	0	83	12	1	1	0	0	0	0	7	0	50	0	0	0	0	0	0	0	0	0	0	0	13
PAX6	PAX6	NM_001368916.1	protein_coding	0	1	0	81	12	1	1	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368917.1	protein_coding	0	1	0	82	12	1	2	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368918.1	protein_coding	0	1	0	81	12	1	1	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368919.1	protein_coding	0	1	0	88	12	1	1	0	0	0	0	7	0	65	0	0	0	0	0	0	0	0	0	0	0	3
PAX6	PAX6	NM_001368920.1	protein_coding	0	1	0	81	12	1	1	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368921.1	protein_coding	0	1	0	88	12	1	1	0	0	0	0	7	0	65	0	0	0	0	0	0	0	0	0	0	0	3
PAX6	PAX6	NM_001368922.1	protein_coding	0	1	0	82	12	1	2	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368923.1	protein_coding	0	1	0	88	12	1	1	0	0	0	0	7	0	65	0	0	0	0	0	0	0	0	0	0	0	3
PAX6	PAX6	NM_001368924.1	protein_coding	0	0	0	72	12	0	0	0	0	0	0	7	0	44	0	0	0	0	0	0	0	0	0	0	0	9
PAX6	PAX6	NM_001368925.1	protein_coding	0	1	0	81	12	1	1	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368926.1	protein_coding	0	1	0	82	12	1	2	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368927.1	protein_coding	0	1	0	82	12	1	2	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368928.1	protein_coding	0	1	0	81	12	1	1	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NM_001368929.1	protein_coding	0	0	0	66	12	0	2	0	0	0	0	7	0	35	0	0	0	0	0	0	0	0	0	0	0	10
PAX6	PAX6	NM_001368930.1	protein_coding	0	0	0	57	12	0	0	0	0	0	0	7	0	30	0	0	0	0	0	0	0	0	0	0	0	8
PAX6	PAX6	NM_001604.5	protein_coding	0	1	0	82	12	1	2	0	0	0	0	7	0	49	0	0	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NR_160916.1		0	0	0	81	0	0	0	0	0	0	0	7	0	49	0	13	0	0	0	0	0	0	0	0	0	12
PAX6	PAX6	NR_160917.1		0	0	0	88	0	0	0	0	0	0	0	7	0	65	0	13	0	0	0	0	0	0	0	0	0	3
PAX6-AS1	PAX6-AS1	NR_033971.1		0	0	0	150	0	0	0	0	0	0	0	13	0	122	0	3	0	0	0	0	0	0	0	0	0	12
PC	PC	NM_000920.4	protein_coding	0	3	1	161	1	0	0	0	0	0	0	5	0	152	1	0	0	0	0	0	0	0	0	0	3	3
PC	PC	NM_001040716.2	protein_coding	0	3	1	161	1	0	0	0	0	0	0	5	0	152	1	0	0	0	0	0	0	0	0	0	3	3
PC	PC	NM_022172.3	protein_coding	0	3	1	90	1	0	0	0	0	0	0	5	0	71	1	0	0	0	0	0	0	0	0	0	3	13
PCF11	PCF11	NM_001346413.2	protein_coding	0	2	2	57	4	0	0	0	0	0	0	7	0	31	2	0	0	0	0	0	0	0	0	0	2	15
PCF11	PCF11	NM_001346414.2	protein_coding	0	2	2	57	4	0	0	0	0	0	0	7	0	31	2	0	0	0	0	0	0	0	0	0	2	15
PCF11	PCF11	NM_001346415.2	protein_coding	0	2	2	57	4	0	0	0	0	0	0	7	0	31	2	0	0	0	0	0	0	0	0	0	2	15
PCF11	PCF11	NM_015885.4	protein_coding	0	2	2	57	4	0	0	0	0	0	0	7	0	31	2	0	0	0	0	0	0	0	0	0	2	15
PCF11-AS1	PCF11-AS1	NR_133914.1		0	0	0	23	0	0	0	0	0	0	0	13	0	0	0	3	0	0	0	0	0	0	0	0	0	7
PCNX3	PCNX3	NM_032223.3	protein_coding	0	5	8	53	0	0	0	0	0	0	0	10	0	32	8	0	0	0	0	0	0	0	0	0	5	11
PCSK7	PCSK7	NM_004716.4	protein_coding	0	5	1	115	4	0	0	0	0	0	0	21	0	76	1	0	0	0	0	0	0	0	0	0	5	14
PDE2A	PDE2A	NM_001143839.4	protein_coding	0	7	1	279	3	0	0	0	0	0	0	21	0	246	1	0	0	0	0	1	0	0	0	0	6	10
PDE2A	PDE2A	NM_001146209.2	protein_coding	0	7	1	378	3	0	0	0	0	0	0	21	0	332	1	0	0	0	0	1	0	0	0	0	6	23
PDE2A	PDE2A	NM_001243784.1	protein_coding	0	7	1	279	3	0	0	0	0	0	0	21	0	246	1	0	0	0	0	1	0	0	0	0	6	10
PDE2A	PDE2A	NM_002599.5	protein_coding	0	8	1	390	3	1	1	0	0	0	0	21	0	355	1	0	0	0	0	1	0	0	0	0	6	11
PDE3B	PDE3B	NM_000922.4	protein_coding	0	1	1	302	6	0	0	0	0	0	0	9	0	276	1	0	0	0	0	0	0	0	0	0	1	11
PDE3B	PDE3B	NM_001363569.1	protein_coding	0	1	1	302	6	0	0	0	0	0	0	9	0	276	1	0	0	0	0	0	0	0	0	0	1	11
PDE3B	PDE3B	NM_001363570.1	protein_coding	0	1	2	301	6	0	0	0	0	0	0	9	0	275	2	0	0	0	0	0	0	0	0	0	1	11
PDGFD	PDGFD	NM_025208.5	protein_coding	0	1	2	816	12	0	0	0	0	0	0	17	0	778	2	0	0	0	0	0	0	0	0	0	1	9
PDGFD	PDGFD	NM_033135.4	protein_coding	0	1	2	816	12	0	0	0	0	0	0	17	0	778	2	0	0	0	0	0	0	0	0	0	1	9
PDHX	PDHX	NM_001135024.1	protein_coding	0	5	6	403	3	2	6	0	0	0	0	4	0	345	6	0	0	0	0	0	0	0	0	0	3	45
PDHX	PDHX	NM_001166158.1	protein_coding	0	5	4	406	3	3	13	0	0	0	0	4	0	341	4	0	0	0	0	0	0	0	0	0	2	45
PDHX	PDHX	NM_003477.3	protein_coding	0	5	6	399	3	0	1	0	0	0	0	4	0	336	6	0	0	0	0	0	0	0	0	0	5	55
PDZD3	PDZD3	NM_001168468.2	protein_coding	0	0	1	29	0	0	0	0	0	0	0	14	0	4	1	0	0	0	0	0	0	0	0	0	0	11
PDZD3	PDZD3	NM_024791.4	protein_coding	0	0	1	29	0	0	0	0	0	0	0	14	0	4	1	0	0	0	0	0	0	0	0	0	0	11
PDZD3	PDZD3	NR_033122.2		0	0	0	30	0	0	0	0	0	0	0	14	0	4	0	1	0	0	0	0	0	0	0	0	0	11
PELI3	PELI3	NM_001098510.1	protein_coding	0	1	0	35	1	0	0	0	0	0	0	12	0	14	0	0	0	0	0	0	0	0	0	0	1	8
PELI3	PELI3	NM_001243135.1	protein_coding	0	1	0	36	1	0	0	0	0	0	0	12	0	16	0	0	0	0	0	0	0	0	0	0	1	7
PELI3	PELI3	NM_001243136.1	protein_coding	0	1	0	35	1	0	0	0	0	0	0	12	0	14	0	0	0	0	0	0	0	0	0	0	1	8
PELI3	PELI3	NM_145065.3	protein_coding	0	1	0	35	1	0	0	0	0	0	0	12	0	14	0	0	0	0	0	0	0	0	0	0	1	8
PEX16	PEX16	NM_004813.3	protein_coding	0	2	3	41	2	0	0	0	0	0	0	13	0	17	3	0	0	0	0	1	0	0	0	0	1	9
PEX16	PEX16	NM_057174.2	protein_coding	0	1	3	41	1	0	0	0	0	0	0	14	0	17	3	0	0	0	0	0	0	0	0	0	1	9
PGA3	PGA3	NM_001079807.4	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	12
PGA5	PGA5	NM_014224.4	protein_coding	0	0	0	16	0	0	0	0	0	0	0	7	0	9	0	0	0	0	0	0	0	0	0	0	0	0
PGAP2	PGAP2	NM_001145438.2	protein_coding	0	0	0	87	6	0	0	0	0	0	0	7	0	66	0	0	0	0	0	0	0	0	0	0	0	8
PGAP2	PGAP2	NM_001256235.1	protein_coding	0	0	0	87	6	0	0	0	0	0	0	7	0	66	0	0	0	0	0	0	0	0	0	0	0	8
PGAP2	PGAP2	NM_001256236.1	protein_coding	0	0	0	87	6	0	0	0	0	0	0	7	0	66	0	0	0	0	0	0	0	0	0	0	0	8
PGAP2	PGAP2	NM_001256237.1	protein_coding	0	0	0	87	6	0	0	0	0	0	0	7	0	66	0	0	0	0	0	0	0	0	0	0	0	8
PGAP2	PGAP2	NM_001256238.1	protein_coding	0	0	0	59	6	0	2	0	0	0	0	7	0	31	0	0	0	0	0	0	0	0	0	0	0	13
PGAP2	PGAP2	NM_001256239.2	protein_coding	0	0	0	56	6	0	1	0	0	0	0	7	0	29	0	0	0	0	0	0	0	0	0	0	0	13
PGAP2	PGAP2	NM_001256240.2	protein_coding	0	0	0	56	6	0	1	0	0	0	0	7	0	29	0	0	0	0	0	0	0	0	0	0	0	13
PGAP2	PGAP2	NM_001283038.1	protein_coding	0	0	0	87	6	0	0	0	0	0	0	7	0	66	0	0	0	0	0	0	0	0	0	0	0	8
PGAP2	PGAP2	NM_001283039.1	protein_coding	0	0	0	87	6	0	0	0	0	0	0	7	0	66	0	0	0	0	0	0	0	0	0	0	0	8
PGAP2	PGAP2	NM_001283040.1	protein_coding	0	0	0	87	6	0	0	0	0	0	0	7	0	66	0	0	0	0	0	0	0	0	0	0	0	8
PGAP2	PGAP2	NM_001346397.2	protein_coding	0	0	0	87	6	0	0	0	0	0	0	7	0	66	0	0	0	0	0	0	0	0	0	0	0	8
PGAP2	PGAP2	NM_001346398.2	protein_coding	0	0	0	87	6	0	0	0	0	0	0	7	0	66	0	0	0	0	0	0	0	0	0	0	0	8
PGAP2	PGAP2	NM_001346399.2	protein_coding	0	0	0	87	6	0	0	0	0	0	0	7	0	66	0	0	0	0	0	0	0	0	0	0	0	8
PGAP2	PGAP2	NM_001346400.2	protein_coding	0	0	0	87	6	0	0	0	0	0	0	7	0	66	0	0	0	0	0	0	0	0	0	0	0	8
PGAP2	PGAP2	NM_001346401.2	protein_coding	0	0	0	87	6	0	0	0	0	0	0	7	0	66	0	0	0	0	0	0	0	0	0	0	0	8
PGAP2	PGAP2	NM_001346402.2	protein_coding	0	0	0	87	6	0	0	0	0	0	0	7	0	66	0	0	0	0	0	0	0	0	0	0	0	8
PGAP2	PGAP2	NM_001346403.1	protein_coding	0	0	0	59	6	0	2	0	0	0	0	7	0	31	0	0	0	0	0	0	0	0	0	0	0	13
